keys,en,zh,de
INTRO_TAB_STORY_SEC2_BODY,"The game operates on a cyclical, endlessly darkening loop with no victory condition. The Glorious Deliverance Agency receives a hopeful, world-saving quest generated by the AI. Players are forced to use the Prayer System, inputting positive words that act as prompts for the AI to engineer disastrous scenarios. During mission attempts, teammates with their unique brands of incompetence systematically sabotage every step through AI-generated actions and dialogue.

Missions fail in spirit but succeed on surface levels, with net results being massive increases in world Entropy. These successful outcomes trigger mandatory events where Teacher Chan appears in holographic concerts, singing soothing songs that brainwash the team into believing they accomplished good things. Players receive Cognitive Dissonance debuffs. Brief AI-triggered honeymoon phases follow, where teammates act unusually cooperative and kind, giving false hope before new missions begin, and the cycle repeats, plunging the world into deeper despair.

The story has no end. The protagonist and team grow stronger in statistics, but their fate only darkens. They meet new people only to lose them to the team’s folly, forever trapped with the GDA as they personally escort the world to its doom.","遊戲在一個循環往復、無盡黑暗且沒有勝利條件的迴圈中進行。「光榮拯救機構」（GDA）接收由 AI 生成的充滿希望、拯救世界的任務。玩家被迫使用「祈禱系統」，輸入正能量詞彙作為提示詞，讓 AI 設計出災難性的場景。在任務嘗試期間，隊友們會以其獨特的無能方式，透過 AI 生成的行動和對話，系統性地破壞每一個步驟。

任務在精神上是失敗的，但在表面上卻是成功的，其淨結果是世界熵值的巨大增加。這些「成功」的結果會觸發強制性事件，陳老師會出現在全息演唱會中，唱著撫慰人心的歌曲，將團隊洗腦，讓他們相信自己完成了好事。玩家會獲得「認知失調」的負面狀態。隨後是短暫的、由 AI 觸發的「蜜月期」，隊友們會表現得異常合作和友善，在新的任務開始前給予虛假的希望，然後循環重複，將世界推向更深的絕望。

故事沒有結局。主角和團隊的數值會變強，但他們的命運只會更加黑暗。他們會遇見新的人，卻因團隊的愚蠢而失去他們，永遠被困在 GDA 中，親手護送世界走向毀滅。","Das Spiel läuft in einer zyklischen, sich endlos verdunkelnden Schleife ohne Siegbedingung ab. Die Glorious Deliverance Agency erhält eine hoffnungsvolle, weltrettende Quest, die von der KI generiert wurde. Die Spieler sind gezwungen, das Gebetssystem zu verwenden und positive Worte einzugeben, die der KI als Anstoß dienen, katastrophale Szenarien zu konzipieren. Bei Missionsversuchen sabotieren Teamkollegen mit ihrer einzigartigen Inkompetenz systematisch jeden Schritt durch KI-generierte Aktionen und Dialoge.

Missionen scheitern im Geiste, sind aber auf oberflächlicher Ebene erfolgreich, mit dem Nettoergebnis in einer massiven Steigerung der Weltentropie. Diese erfolgreichen Ergebnisse lösen obligatorische Veranstaltungen aus, bei denen Lehrer Chan in holografischen Konzerten auftritt und beruhigende Lieder singt, die das Team einer Gehirnwäsche unterziehen und glauben lassen, dass sie Gutes erreicht haben. Spieler erhalten Schwächungen der kognitiven Dissonanz. Es folgen kurze, von der KI ausgelöste Flitterwochenphasen, in denen Teamkollegen sich ungewöhnlich kooperativ und freundlich verhalten und falsche Hoffnungen wecken, bevor neue Missionen beginnen. Der Zyklus wiederholt sich und stürzt die Welt in noch tiefere Verzweiflung.

Die Geschichte hat kein Ende. Der Protagonist und das Team werden in den Statistiken stärker, aber ihr Schicksal wird nur dunkler. Sie lernen neue Leute kennen, verlieren sie aber durch die Torheit des Teams, das für immer in der GDA gefangen ist, während sie persönlich die Welt in ihren Untergang begleiten."
INTRO_TAB_MECHANICS_GLORIA_TITLE,Gloria's Intervention Event,Gloria 的干預事件,Glorias Interventionsveranstaltung
INTRO_TAB_MECHANICS_GLORIA_BODY,"[b]Core Purpose:[/b] ""Moral Correction"". A mandatory event triggered when you are too ""negative"" (logical).\n\n[b]Role of AI:[/b] The AI plays a ""Disappointed Mother"" or ""Gaslighting Victim"". It generates a monologue accusing you of hurting her feelings with your ""bad vibes"".\n\n[b]Game Impact:[/b]\n• Locks the game into a dedicated dialogue screen.\n• Inflicts massive damage to your ""Reality Score"".\n• Forces you to apologize or pray to exit.\n\n[b]Input Consequence:[/b] Your previous negative choices are aggregated and used as ammunition against you in her speech.",[b]核心目的：[/b]「道德矯正」。當你太過「負面」（理性）時觸發的強制事件。\n\n[b]AI 的角色：[/b]AI 扮演一位「失望的母親」或「煤氣燈效應受害者」。它會生成一段獨白，指責你的「壞氣氛」傷害了她的感情。\n\n[b]遊戲影響：[/b]\n• 將遊戲鎖定在專用對話畫面。\n• 對你的「現實指數」造成巨大傷害。\n• 強迫你道歉或祈禱才能退出。\n\n[b]輸入後果：[/b]你之前的負面選擇會被匯總，並在她的演講中作為攻擊你的彈藥。,"[b]Hauptzweck:[/b] „Moralische Korrektur“. Ein obligatorisches Ereignis, das ausgelöst wird, wenn Sie zu „negativ“ (logisch) sind.\n\n[b]Rolle der KI:[/b] Die KI spielt eine „Enttäuschte Mutter“ oder ein „Gaslighting-Opfer“. Es generiert einen Monolog, in dem Sie beschuldigt werden, ihre Gefühle mit Ihren „schlechten Schwingungen“ zu verletzen.\n\n[b]Auswirkungen auf das Spiel:[/b]\n• Sperrt das Spiel in einem speziellen Dialogbildschirm.\n• Fügt Ihrem „Reality Score“ massiven Schaden zu.\n• Zwingt Sie dazu, sich zu entschuldigen oder zu beten, um das Spiel zu verlassen.\n\n[b]Eingabekonsequenz:[/b] Ihre vorherigen negativen Entscheidungen werden zusammengefasst und in ihr als Munition gegen Sie verwendet Rede."
INTRO_TAB_MECHANICS_DIARY_TITLE,The Diary System,日記系統,Das Tagebuchsystem
INTRO_TAB_MECHANICS_DIARY_BODY,"[b]Core Purpose:[/b] ""Reflection & Record"". This is the player's emotional outlet and safe space.\n\n[b]Role of AI:[/b] The AI acts as a psychoanalyst or observer. It reads your journal, generates a ""summary"", and offers ""action suggestions"".\n\n[b]Game Impact:[/b]\n• Primarily used to restore stats (especially ""Reality Score""). Writing in the journal is seen as a ""Grounding"" behavior.\n• It acts as a save system; your input is permanently recorded, forming your game history.\n• Accessible anytime via the pause menu.\n\n[b]Input Consequence:[/b] Your text is saved, and you gain stat rewards (like restoring sanity). The AI gives feedback but does not directly trigger disasters.",[b]核心目的：[/b]「反思與紀錄」。這是玩家的情緒出口和安全空間。\n\n[b]AI 的角色：[/b]AI 扮演一個心理分析師或觀察者。它會閱讀你的日記，生成一段「摘要」並提供「行動建議」。\n\n[b]遊戲影響：[/b]\n• 主要用於恢復數值（特別是「現實指數 Reality Score」）。寫日記被視為一種「接地氣」(Grounding) 的行為。\n• 它是一個存檔系統，你的輸入會被永久保存，形成你的遊戲歷程紀錄。\n• 隨時可以通過暫停選單進入。\n\n[b]輸入後果：[/b]你的文字會被保存，並獲得數值獎勵（如恢復理智），AI 會給予反饋但不會直接觸發災難。,"[b]Hauptzweck:[/b] „Reflexion und Aufzeichnung“. Dies ist das emotionale Ventil und der sichere Raum des Spielers.\n\n[b]Rolle der KI:[/b] Die KI fungiert als Psychoanalytiker oder Beobachter. Es liest Ihr Tagebuch, erstellt eine „Zusammenfassung“ und bietet „Aktionsvorschläge“.\n\n[b]Auswirkungen auf das Spiel:[/b]\n• Wird hauptsächlich zur Wiederherstellung von Statistiken (insbesondere „Reality Score“) verwendet. Das Schreiben in das Tagebuch wird als „Erdungsverhalten“ angesehen.\n• Es fungiert als Speichersystem; Ihre Eingaben werden dauerhaft aufgezeichnet und bilden Ihren Spielverlauf.\n• Jederzeit über das Pausenmenü zugänglich.\n\n[b]Eingabekonsequenz:[/b] Ihr Text wird gespeichert und Sie erhalten Statusbelohnungen (wie die Wiederherstellung der geistigen Gesundheit). Die KI gibt Rückmeldung, löst aber nicht direkt Katastrophen aus."
INTRO_TAB_MECHANICS_BUTTERFLY_TITLE,The Butterfly Effect Tracking System,蝴蝶效應追蹤系統,Das Butterfly-Effekt-Tracking-System
INTRO_TAB_MECHANICS_BUTTERFLY_BODY,"[b]Core Purpose:[/b] ""Consequence Ripple"". Tracks your choices across time, not just immediate effects.\n\n[b]Role of AI:[/b] The AI acts as a ""Historian"". It references past decisions (e.g., ""Remember that peasant you ignored?"") in future scenes to create guilt or irony.\n\n[b]Game Impact:[/b]\n• Seemingly minor choices return to haunt you 3-5 missions later.\n• Unlocks hidden narrative branches based on long-term behavior.\n\n[b]Input Consequence:[/b] Keywords from your inputs are stored and resurface in unexpected contexts (e.g., a beggar quoting your prayer).",[b]核心目的：[/b]「後果漣漪」。追蹤你跨時間的選擇，而不僅僅是即時影響。\n\n[b]AI 的角色：[/b]AI 扮演一位「史學家」。它會在未來的場景中引用你過去的決定（例如：「還記得你無視的那個農民嗎？」）來製造內疚或諷刺。\n\n[b]遊戲影響：[/b]\n• 看似微小的選擇會在 3-5 個任務後回來困擾你。\n• 根據長期行為解鎖隱藏的敘事分支。\n\n[b]輸入後果：[/b]你輸入的關鍵字會被儲存，並在意想不到的語境中重新出現（例如：一個乞丐引用你的祈禱詞）。,"[b]Hauptzweck:[/b] „Consequence Ripple“. Verfolgt Ihre Entscheidungen im Laufe der Zeit, nicht nur die unmittelbaren Auswirkungen.\n\n[b]Rolle der KI:[/b] Die KI fungiert als „Historiker“. Es bezieht sich auf frühere Entscheidungen (z. B. „Erinnerst du dich an den Bauern, den du ignoriert hast?“) in zukünftigen Szenen, um Schuldgefühle oder Ironie zu erzeugen.\n\n[b]Auswirkungen auf das Spiel:[/b]\n• Scheinbar unbedeutende Entscheidungen kehren zurück, um dich 3–5 Missionen später zu verfolgen.\n• Schaltet versteckte Erzählzweige frei, die auf langfristigem Verhalten basieren.\n\n[b]Eingabekonsequenz:[/b] Schlüsselwörter aus deinen Eingaben werden gespeichert und tauchen in unerwarteten Kontexten wieder auf (z. B. ein Bettler, der Ihr Gebet zitiert)."
INTRO_TAB_MECHANICS_TROLLEY_TITLE,The Trolley Problem Dilemma System,電車難題困境系統,Das Trolley-Problem-Dilemma-System
INTRO_TAB_MECHANICS_TROLLEY_BODY,"[b]Core Purpose:[/b] ""No-Win Scenario"". Forces you to choose between two equally terrible ""positive"" options.\n\n[b]Role of AI:[/b] The AI acts as a ""Sadistic Ethicist"". It generates absurd dilemmas where logic is punished and delusion is rewarded.\n\n[b]Game Impact:[/b]\n• Tests your loyalty to the ""Positive Energy"" cult.\n• ""Correct"" answers increase Entropy; ""Wrong"" answers hurt your stats.\n\n[b]Input Consequence:[/b] Your choice determines which teammate you annoy or which disaster you accelerate.",[b]核心目的：[/b]「必輸局面」。強迫你在兩個同樣糟糕的「正能量」選項中做出選擇。\n\n[b]AI 的角色：[/b]AI 扮演一位「施虐狂倫理學家」。它生成荒謬的困境，在那裡邏輯受罰，妄想得賞。\n\n[b]遊戲影響：[/b]\n• 測試你對「正能量」邪教的忠誠度。\n• 「正確」的答案增加熵增；「錯誤」的答案傷害你的數值。\n\n[b]輸入後果：[/b]你的選擇決定了你會惹惱哪個隊友，或加速哪場災難。,"[b]Hauptzweck:[/b] „No-Win-Szenario“. Zwingt Sie dazu, zwischen zwei gleichermaßen schrecklichen „positiven“ Optionen zu wählen.\n\n[b]Rolle der KI:[/b] Die KI fungiert als „sadistischer Ethiker“. Es erzeugt absurde Dilemmata, in denen Logik bestraft und Täuschung belohnt wird.\n\n[b]Auswirkungen auf das Spiel:[/b]\n• Testet Ihre Loyalität gegenüber dem Kult der „Positiven Energie“.\n• „Richtige“ Antworten erhöhen die Entropie; „Falsche“ Antworten schaden deinen Statistiken.\n\n[b]Eingabekonsequenz:[/b] Deine Wahl bestimmt, welchen Teamkollegen du nervst oder welche Katastrophe du beschleunigst."
INTRO_TAB_MECHANICS_ACHIEVEMENT_TITLE,The Achievement and Progress System,成就與進度系統,Das Leistungs- und Fortschrittssystem
INTRO_TAB_MECHANICS_ACHIEVEMENT_BODY,"The Achievement System component has been implemented with 15+ defined achievements serving three purposes: Tracking player milestones, using ironic titles and descriptions to comment on player complicity, and encouraging replayability through hidden achievements.",成就系統組件已實作，包含 15 個以上的定義成就，服務於三個目的：追蹤玩家的里程碑，使用諷刺的標題和描述來評論玩家的共謀行為，以及透過隱藏成就鼓勵重複遊玩。,"Die Achievement-System-Komponente wurde mit mehr als 15 definierten Erfolgen implementiert, die drei Zwecken dienen: Meilensteine ​​der Spieler verfolgen, ironische Titel und Beschreibungen verwenden, um die Mitschuld der Spieler zu kommentieren, und die Wiederspielbarkeit durch versteckte Erfolge fördern."
INTRO_TAB_MECHANICS_RELATIONSHIP_TITLE,The Relationship and Social Graph System,關係與社交圖譜系統,Das Beziehungs- und Sozialdiagrammsystem
INTRO_TAB_MECHANICS_RELATIONSHIP_BODY,A RelationshipGraphViewer component has been partially implemented to visualise how player choices ripple through the narrative system. The implementation will provide a node-graph UI accessible from menus that renders butterfly effect data as a visual network.,關係圖譜檢視器（RelationshipGraphViewer）組件已部分實作，用於視覺化玩家的選擇如何在敘事系統中產生漣漪。該實作將提供一個可從選單訪問的節點圖 UI，將蝴蝶效應數據渲染為視覺網絡。,"Eine RelationshipGraphViewer-Komponente wurde teilweise implementiert, um zu visualisieren, wie sich Spielerentscheidungen durch das Erzählsystem auswirken. Die Implementierung stellt eine Knotendiagramm-Benutzeroberfläche bereit, auf die über Menüs zugegriffen werden kann und die Schmetterlingseffektdaten als visuelles Netzwerk darstellt."
GRAPH_VIEW_TITLE,Social Graph,社交關係圖,Sozialdiagramm
CHARACTER_VIEW_TITLE,Character View,角色視圖,Charakteransicht
RELATIONSHIP_NEUTRAL,Neutral,中立,Neutral
RELATIONSHIP_DEVOTED,Devoted,虔誠,Hingebungsvoll
RELATIONSHIP_HOSTILE,Hostile,敵對,Feindselig
RELATIONSHIP_SUSPICIOUS,Suspicious,懷疑,Verdächtig
RELATIONSHIP_LOYAL,Loyal,忠誠,Treu
RELATIONSHIP_DISAPPOINTED,Disappointed,失望,Enttäuscht
RELATIONSHIP_ALIGNED,Aligned,一致,Ausgerichtet
RELATIONSHIP_CRITICAL,Critical,批判,Kritisch
RELATIONSHIP_SYMPATHETIC,Sympathetic,共鳴,Sympathisch
RELATIONSHIP_DISTANT,Distant,疏遠,Entfernt
PAUSE_MENU_CHARACTERS,Characters,角色,Charaktere
# Pause Menu,,,
PAUSE_TITLE,GAME PAUSED,遊戲暫停,SPIEL Pausiert
PAUSE_TOKEN_REPORT_TITLE,AI Token Usage Summary,AI Token 使用概況,Zusammenfassung der AI-Token-Nutzung
PAUSE_AI_MODEL,Active Model,當前模型,Aktives Modell
PAUSE_AI_PROVIDER,AI Provider,AI 供應商,KI-Anbieter
BUTTERFLY_EXPLAIN_TITLE,How it Works,如何運作,Wie es funktioniert
BUTTERFLY_EXPLAIN_BODY,The Butterfly Effect tracks your major decisions. Small choices can ripple through time and cause unexpected consequences later in the game. Watch your choices carefully!,蝴蝶效應會追蹤你做出的重大決定。小小的選擇會隨時間產生漣漪，並在遊戲後期引發意想不到的後果。請仔細留意你的每個選擇！,Der Schmetterlingseffekt verfolgt Ihre wichtigen Entscheidungen. Kleine Entscheidungen können sich im Laufe der Zeit auswirken und später im Spiel unerwartete Konsequenzen haben. Beobachten Sie Ihre Entscheidungen sorgfältig!
BUTTERFLY_BTN_EXPLAIN,How it Works,如何運作,Wie es funktioniert
""
# Intro Tab - Stats & Visuals,,,
INTRO_TAB_STATS_TITLE,Stats & Effects,數值與影響,Statistiken und Effekte
INTRO_TAB_STATS_REALITY_TITLE,Reality Score (Sanity),現實值 (理智),Realitätswert (Sanity)
INTRO_TAB_STATS_REALITY_BODY,"[b]Meaning:[/b] Your ability to perceive the truth amidst the cult's nonsense.\n\n[b]Effects:[/b]\n• [color=#ff6b6b]Low (<20):[/color] You hear bankruptcy sounds. The screen glitches. You suffer ""Cognitive Dissonance"" (harder logic checks).\n• [color=#ff0000]Zero:[/color] Game Over (Mental Collapse).\n• [color=#ffff00]High (>80):[/color] You see too clearly. Gloria feels threatened and attacks you more often.",[b]意義：[/b] 你在邪教胡言亂語中看清真相的能力。\n\n[b]影響：[/b]\n• [color=#ff6b6b]低 (<20)：[/color] 你會聽到破產音效，畫面出現故障雜訊。你會遭受「認知失調」（邏輯檢定變難）。\n• [color=#ff0000]歸零：[/color] 遊戲結束（精神崩潰）。\n• [color=#ffff00]高 (>80)：[/color] 你看得太清了。Gloria 會感到威脅並更頻繁地攻擊你。,"[b]Bedeutung:[/b] Ihre Fähigkeit, die Wahrheit inmitten des Unsinns der Sekte zu erkennen.\n\n[b]Auswirkungen:[/b]\n• [color=#ff6b6b]Niedrig (<20):[/color] Sie hören Insolvenzgeräusche. Der Bildschirm hat Störungen. Sie leiden unter „kognitiver Dissonanz“ (härtere Logikprüfungen).\n• [color=#ff0000]Null:[/color] Game Over (geistiger Zusammenbruch).\n• [color=#ffff00]Hoch (>80):[/color] Sie sehen zu klar. Gloria fühlt sich bedroht und greift dich häufiger an."
